,XID,YID,n_XY,n_X,n_Y,n_Transactions,Support,Confidence,Lift
8779,OFF-EN-10003845,OFF-FA-10003495,1,5,7,5009,0.000998203,0.2,0.028571429
8780,OFF-PA-10004735,OFF-FA-10003495,1,5,7,5009,0.000998203,0.2,0.028571429
8781,OFF-ST-10000642,OFF-FA-10003495,1,6,7,5009,0.001197844,0.166666667,0.023809524
8782,TEC-AC-10003709,OFF-FA-10003495,1,5,7,5009,0.000998203,0.2,0.028571429
8783,TEC-PH-10003589,OFF-FA-10003495,1,7,7,5009,0.001397485,0.142857143,0.020408163
8784,TEC-PH-10004586,OFF-FA-10003495,1,6,7,5009,0.001197844,0.166666667,0.023809524
8785,FUR-CH-10002073,OFF-ST-10000419,1,4,7,5009,0.000798563,0.25,0.035714286
8786,FUR-FU-10003664,OFF-ST-10000419,1,5,7,5009,0.000998203,0.2,0.028571429
8787,OFF-AP-10001394,OFF-ST-10000419,1,5,7,5009,0.000998203,0.2,0.028571429
8788,OFF-AP-10001626,OFF-ST-10000419,1,7,7,5009,0.001397485,0.142857143,0.020408163
8789,OFF-FA-10002975,OFF-ST-10000419,1,4,7,5009,0.000798563,0.25,0.035714286
8790,OFF-LA-10004559,OFF-ST-10000419,1,6,7,5009,0.001197844,0.166666667,0.023809524
8791,OFF-PA-10000295,OFF-ST-10000419,1,3,7,5009,0.000598922,0.333333333,0.047619048
8792,OFF-PA-10001838,OFF-ST-10000419,1,10,7,5009,0.001996406,0.1,0.014285714
8793,OFF-PA-10002250,OFF-ST-10000419,1,7,7,5009,0.001397485,0.142857143,0.020408163
8794,OFF-ST-10004340,OFF-ST-10000419,1,10,7,5009,0.001996406,0.1,0.014285714
8795,OFF-SU-10004782,OFF-ST-10000419,1,7,7,5009,0.001397485,0.142857143,0.020408163
8796,TEC-AC-10004877,OFF-ST-10000419,1,5,7,5009,0.000998203,0.2,0.028571429
8797,TEC-PH-10001644,OFF-ST-10000419,1,3,7,5009,0.000598922,0.333333333,0.047619048
8798,TEC-PH-10002817,OFF-ST-10000419,1,1,7,5009,0.000199641,1,0.142857143
8799,TEC-PH-10004897,OFF-ST-10000419,1,7,7,5009,0.001397485,0.142857143,0.020408163
8800,FUR-CH-10002073,OFF-ST-10002756,1,4,7,5009,0.000798563,0.25,0.035714286
8801,FUR-CH-10003746,OFF-ST-10002756,1,7,7,5009,0.001397485,0.142857143,0.020408163
8802,FUR-FU-10000023,OFF-ST-10002756,1,9,7,5009,0.001796766,0.111111111,0.015873016
8803,FUR-FU-10001861,OFF-ST-10002756,1,6,7,5009,0.001197844,0.166666667,0.023809524
8804,OFF-AP-10003842,OFF-ST-10002756,1,6,7,5009,0.001197844,0.166666667,0.023809524
8805,OFF-BI-10001718,OFF-ST-10002756,1,10,7,5009,0.001996406,0.1,0.014285714
8806,OFF-BI-10002003,OFF-ST-10002756,1,7,7,5009,0.001397485,0.142857143,0.020408163
8807,OFF-BI-10002706,OFF-ST-10002756,1,7,7,5009,0.001397485,0.142857143,0.020408163
8808,OFF-EN-10004459,OFF-ST-10002756,1,9,7,5009,0.001796766,0.111111111,0.015873016
8809,OFF-PA-10000474,OFF-ST-10002756,1,12,7,5009,0.002395688,0.083333333,0.011904762
8810,OFF-PA-10000483,OFF-ST-10002756,1,4,7,5009,0.000798563,0.25,0.035714286
8811,OFF-PA-10002105,OFF-ST-10002756,1,3,7,5009,0.000598922,0.333333333,0.047619048
8812,OFF-PA-10004243,OFF-ST-10002756,1,5,7,5009,0.000998203,0.2,0.028571429
8813,FUR-CH-10002073,TEC-AC-10003709,1,4,5,5009,0.000798563,0.25,0.05
8814,FUR-FU-10001940,TEC-AC-10003709,1,10,5,5009,0.001996406,0.1,0.02
8815,FUR-FU-10003268,TEC-AC-10003709,1,6,5,5009,0.001197844,0.166666667,0.033333333
8816,OFF-AP-10001563,TEC-AC-10003709,1,7,5,5009,0.001397485,0.142857143,0.028571429
8817,OFF-AP-10004336,TEC-AC-10003709,1,4,5,5009,0.000798563,0.25,0.05
8818,OFF-BI-10001191,TEC-AC-10003709,1,6,5,5009,0.001197844,0.166666667,0.033333333
8819,OFF-BI-10001359,TEC-AC-10003709,1,11,5,5009,0.002196047,0.090909091,0.018181818
8820,OFF-EN-10003845,TEC-AC-10003709,1,5,5,5009,0.000998203,0.2,0.04
8821,OFF-FA-10000304,TEC-AC-10003709,1,7,5,5009,0.001397485,0.142857143,0.028571429
8822,OFF-FA-10003495,TEC-AC-10003709,1,7,5,5009,0.001397485,0.142857143,0.028571429
8823,FUR-CH-10002073,TEC-AC-10004877,1,4,5,5009,0.000798563,0.25,0.05
8824,FUR-FU-10004270,TEC-AC-10004877,1,16,5,5009,0.00319425,0.0625,0.0125
8825,OFF-BI-10001617,TEC-AC-10004877,1,7,5,5009,0.001397485,0.142857143,0.028571429
8826,OFF-BI-10003007,TEC-AC-10004877,1,7,5,5009,0.001397485,0.142857143,0.028571429
8827,OFF-FA-10002975,TEC-AC-10004877,1,4,5,5009,0.000798563,0.25,0.05
8828,OFF-ST-10000419,TEC-AC-10004877,1,7,5,5009,0.001397485,0.142857143,0.028571429
8829,OFF-ST-10000736,TEC-AC-10004877,1,12,5,5009,0.002395688,0.083333333,0.016666667
8830,OFF-ST-10003221,TEC-AC-10004877,1,3,5,5009,0.000598922,0.333333333,0.066666667
8831,TEC-AC-10002473,TEC-AC-10004877,1,11,5,5009,0.002196047,0.090909091,0.018181818
8832,TEC-PH-10001552,TEC-AC-10004877,1,10,5,5009,0.001996406,0.1,0.02
8833,TEC-PH-10002496,TEC-AC-10004877,1,9,5,5009,0.001796766,0.111111111,0.022222222
8834,FUR-CH-10002084,FUR-BO-10002916,1,5,4,5009,0.000998203,0.2,0.05
8835,FUR-FU-10000308,FUR-BO-10002916,1,7,4,5009,0.001397485,0.142857143,0.035714286
8836,FUR-FU-10002506,FUR-BO-10002916,1,3,4,5009,0.000598922,0.333333333,0.083333333
8837,FUR-TA-10004619,FUR-BO-10002916,1,5,4,5009,0.000998203,0.2,0.05
8838,OFF-AR-10002704,FUR-BO-10002916,1,1,4,5009,0.000199641,1,0.25
8839,OFF-PA-10000743,FUR-BO-10002916,1,6,4,5009,0.001197844,0.166666667,0.041666667
8840,OFF-PA-10001019,FUR-BO-10002916,1,8,4,5009,0.001597125,0.125,0.03125
8841,OFF-PA-10003823,FUR-BO-10002916,1,3,4,5009,0.000598922,0.333333333,0.083333333
8842,TEC-AC-10003095,FUR-BO-10002916,1,6,4,5009,0.001197844,0.166666667,0.041666667
8843,TEC-PH-10002726,FUR-BO-10002916,1,7,4,5009,0.001397485,0.142857143,0.035714286
8844,TEC-PH-10003012,FUR-BO-10002916,1,10,4,5009,0.001996406,0.1,0.025
8845,FUR-CH-10002084,FUR-FU-10001940,1,5,10,5009,0.000998203,0.2,0.02
8846,FUR-FU-10000320,FUR-FU-10001940,1,6,10,5009,0.001197844,0.166666667,0.016666667
8847,OFF-AP-10000240,FUR-FU-10001940,1,5,10,5009,0.000998203,0.2,0.02
8848,OFF-AP-10004336,FUR-FU-10001940,1,4,10,5009,0.000798563,0.25,0.025
8849,OFF-BI-10000309,FUR-FU-10001940,1,9,10,5009,0.001796766,0.111111111,0.011111111
8850,OFF-LA-10003923,FUR-FU-10001940,1,9,10,5009,0.001796766,0.111111111,0.011111111
8851,OFF-PA-10000575,FUR-FU-10001940,1,7,10,5009,0.001397485,0.142857143,0.014285714
8852,OFF-PA-10002787,FUR-FU-10001940,1,8,10,5009,0.001597125,0.125,0.0125
8853,OFF-PA-10003883,FUR-FU-10001940,1,5,10,5009,0.000998203,0.2,0.02
8854,TEC-AC-10000991,FUR-FU-10001940,1,4,10,5009,0.000798563,0.25,0.025
8855,TEC-AC-10001767,FUR-FU-10001940,1,6,10,5009,0.001197844,0.166666667,0.016666667
8856,TEC-AC-10003709,FUR-FU-10001940,1,5,10,5009,0.000998203,0.2,0.02
8857,TEC-MA-10000488,FUR-FU-10001940,1,4,10,5009,0.000798563,0.25,0.025
8858,FUR-CH-10002084,OFF-AR-10001177,1,5,3,5009,0.000998203,0.2,0.066666667
8859,OFF-LA-10000634,OFF-AR-10001177,1,4,3,5009,0.000798563,0.25,0.083333333
8860,OFF-PA-10004519,OFF-AR-10001177,1,4,3,5009,0.000798563,0.25,0.083333333
8861,TEC-AC-10004708,OFF-AR-10001177,1,4,3,5009,0.000798563,0.25,0.083333333
8862,FUR-CH-10002084,OFF-BI-10000309,1,5,9,5009,0.000998203,0.2,0.022222222
8863,FUR-FU-10001940,OFF-BI-10000309,1,10,9,5009,0.001996406,0.1,0.011111111
8864,FUR-FU-10003773,OFF-BI-10000309,1,5,9,5009,0.000998203,0.2,0.022222222
8865,OFF-AP-10000696,OFF-BI-10000309,1,8,9,5009,0.001597125,0.125,0.013888889
8866,OFF-AP-10003971,OFF-BI-10000309,1,9,9,5009,0.001796766,0.111111111,0.012345679
8867,OFF-AR-10004757,OFF-BI-10000309,1,11,9,5009,0.002196047,0.090909091,0.01010101
8868,OFF-BI-10000605,OFF-BI-10000309,1,9,9,5009,0.001796766,0.111111111,0.012345679
8869,OFF-BI-10001765,OFF-BI-10000309,1,6,9,5009,0.001197844,0.166666667,0.018518519
8870,OFF-BI-10004224,OFF-BI-10000309,1,8,9,5009,0.001597125,0.125,0.013888889
8871,OFF-LA-10003923,OFF-BI-10000309,1,9,9,5009,0.001796766,0.111111111,0.012345679
8872,OFF-PA-10001363,OFF-BI-10000309,1,5,9,5009,0.000998203,0.2,0.022222222
8873,OFF-PA-10003063,OFF-BI-10000309,1,3,9,5009,0.000598922,0.333333333,0.037037037
8874,OFF-PA-10003349,OFF-BI-10000309,1,6,9,5009,0.001197844,0.166666667,0.018518519
8875,OFF-ST-10000876,OFF-BI-10000309,1,8,9,5009,0.001597125,0.125,0.013888889
8876,OFF-ST-10003327,OFF-BI-10000309,1,4,9,5009,0.000798563,0.25,0.027777778
8877,OFF-SU-10002573,OFF-BI-10000309,1,8,9,5009,0.001597125,0.125,0.013888889
8878,TEC-AC-10001553,OFF-BI-10000309,1,5,9,5009,0.000998203,0.2,0.022222222
8879,TEC-AC-10001767,OFF-BI-10000309,1,6,9,5009,0.001197844,0.166666667,0.018518519
8880,TEC-AC-10004469,OFF-BI-10000309,1,10,9,5009,0.001996406,0.1,0.011111111
8881,TEC-MA-10000488,OFF-BI-10000309,1,4,9,5009,0.000798563,0.25,0.027777778
8882,TEC-PH-10001619,OFF-BI-10000309,1,4,9,5009,0.000798563,0.25,0.027777778
8883,FUR-CH-10002084,OFF-LA-10000634,1,5,4,5009,0.000998203,0.2,0.05
8884,FUR-CH-10004086,OFF-LA-10000634,1,8,4,5009,0.001597125,0.125,0.03125
8885,FUR-CH-10004754,OFF-LA-10000634,1,7,4,5009,0.001397485,0.142857143,0.035714286
8886,FUR-FU-10001756,OFF-LA-10000634,1,6,4,5009,0.001197844,0.166666667,0.041666667
8887,FUR-FU-10001918,OFF-LA-10000634,1,8,4,5009,0.001597125,0.125,0.03125
8888,FUR-FU-10003849,OFF-LA-10000634,1,5,4,5009,0.000998203,0.2,0.05
8889,OFF-AR-10001177,OFF-LA-10000634,1,3,4,5009,0.000598922,0.333333333,0.083333333
8890,OFF-FA-10003467,OFF-LA-10000634,1,4,4,5009,0.000798563,0.25,0.0625
8891,OFF-PA-10002923,OFF-LA-10000634,1,6,4,5009,0.001197844,0.166666667,0.041666667
8892,OFF-PA-10004519,OFF-LA-10000634,1,4,4,5009,0.000798563,0.25,0.0625
8893,TEC-AC-10004708,OFF-LA-10000634,1,4,4,5009,0.000798563,0.25,0.0625
8894,FUR-CH-10002084,OFF-PA-10004519,1,5,4,5009,0.000998203,0.2,0.05
8895,OFF-AP-10001947,OFF-PA-10004519,1,6,4,5009,0.001197844,0.166666667,0.041666667
8896,OFF-AR-10001177,OFF-PA-10004519,1,3,4,5009,0.000598922,0.333333333,0.083333333
8897,OFF-LA-10000634,OFF-PA-10004519,1,4,4,5009,0.000798563,0.25,0.0625
8898,TEC-AC-10004708,OFF-PA-10004519,1,4,4,5009,0.000798563,0.25,0.0625
8899,FUR-CH-10002084,OFF-ST-10001128,1,5,6,5009,0.000998203,0.2,0.033333333
8900,FUR-TA-10002533,OFF-ST-10001128,1,5,6,5009,0.000998203,0.2,0.033333333
8901,OFF-AR-10004269,OFF-ST-10001128,1,5,6,5009,0.000998203,0.2,0.033333333
8902,OFF-BI-10001679,OFF-ST-10001128,1,5,6,5009,0.000998203,0.2,0.033333333
8903,OFF-BI-10003656,OFF-ST-10001128,1,9,6,5009,0.001796766,0.111111111,0.018518519
8904,OFF-LA-10000476,OFF-ST-10001128,1,2,6,5009,0.000399281,0.5,0.083333333
8905,OFF-LA-10001613,OFF-ST-10001128,1,13,6,5009,0.002595328,0.076923077,0.012820513
8906,OFF-PA-10002615,OFF-ST-10001128,1,8,6,5009,0.001597125,0.125,0.020833333
8907,OFF-PA-10003441,OFF-ST-10001128,1,11,6,5009,0.002196047,0.090909091,0.015151515
8908,OFF-ST-10002214,OFF-ST-10001128,1,9,6,5009,0.001796766,0.111111111,0.018518519
8909,OFF-SU-10001218,OFF-ST-10001128,1,7,6,5009,0.001397485,0.142857143,0.023809524
8910,OFF-SU-10002537,OFF-ST-10001128,1,6,6,5009,0.001197844,0.166666667,0.027777778
8911,TEC-PH-10000673,OFF-ST-10001128,1,5,6,5009,0.000998203,0.2,0.033333333
8912,TEC-PH-10004006,OFF-ST-10001128,1,3,6,5009,0.000598922,0.333333333,0.055555556
8913,FUR-CH-10002084,OFF-SU-10001218,1,5,7,5009,0.000998203,0.2,0.028571429
8914,FUR-FU-10001706,OFF-SU-10001218,1,10,7,5009,0.001996406,0.1,0.014285714
8915,OFF-AR-10001149,OFF-SU-10001218,1,7,7,5009,0.001397485,0.142857143,0.020408163
8916,OFF-AR-10004022,OFF-SU-10001218,1,6,7,5009,0.001197844,0.166666667,0.023809524
8917,OFF-AR-10004269,OFF-SU-10001218,1,5,7,5009,0.000998203,0.2,0.028571429
8918,OFF-AR-10004582,OFF-SU-10001218,1,5,7,5009,0.000998203,0.2,0.028571429
8919,OFF-BI-10000174,OFF-SU-10001218,1,9,7,5009,0.001796766,0.111111111,0.015873016
8920,OFF-BI-10004781,OFF-SU-10001218,1,5,7,5009,0.000998203,0.2,0.028571429
8921,OFF-FA-10002988,OFF-SU-10001218,1,8,7,5009,0.001597125,0.125,0.017857143
8922,OFF-LA-10000134,OFF-SU-10001218,1,6,7,5009,0.001197844,0.166666667,0.023809524
8923,OFF-PA-10001736,OFF-SU-10001218,1,5,7,5009,0.000998203,0.2,0.028571429
8924,OFF-PA-10001804,OFF-SU-10001218,1,8,7,5009,0.001597125,0.125,0.017857143
8925,OFF-PA-10002968,OFF-SU-10001218,1,2,7,5009,0.000399281,0.5,0.071428571
8926,OFF-ST-10000991,OFF-SU-10001218,1,8,7,5009,0.001597125,0.125,0.017857143
8927,OFF-ST-10001128,OFF-SU-10001218,1,6,7,5009,0.001197844,0.166666667,0.023809524
8928,OFF-SU-10002522,OFF-SU-10001218,1,5,7,5009,0.000998203,0.2,0.028571429
8929,TEC-PH-10004774,OFF-SU-10001218,1,3,7,5009,0.000598922,0.333333333,0.047619048
8930,FUR-CH-10002084,TEC-AC-10001767,1,5,6,5009,0.000998203,0.2,0.033333333
8931,FUR-FU-10001602,TEC-AC-10001767,1,6,6,5009,0.001197844,0.166666667,0.027777778
8932,FUR-FU-10001940,TEC-AC-10001767,1,10,6,5009,0.001996406,0.1,0.016666667
8933,OFF-AR-10001221,TEC-AC-10001767,1,2,6,5009,0.000399281,0.5,0.083333333
8934,OFF-AR-10002467,TEC-AC-10001767,1,3,6,5009,0.000598922,0.333333333,0.055555556
8935,OFF-BI-10000309,TEC-AC-10001767,1,9,6,5009,0.001796766,0.111111111,0.018518519
8936,OFF-BI-10002609,TEC-AC-10001767,1,7,6,5009,0.001397485,0.142857143,0.023809524
8937,OFF-LA-10003923,TEC-AC-10001767,1,9,6,5009,0.001796766,0.111111111,0.018518519
8938,OFF-PA-10003256,TEC-AC-10001767,1,3,6,5009,0.000598922,0.333333333,0.055555556
8939,TEC-MA-10000488,TEC-AC-10001767,1,4,6,5009,0.000798563,0.25,0.041666667
8940,FUR-CH-10002084,TEC-AC-10004708,1,5,4,5009,0.000998203,0.2,0.05
8941,FUR-FU-10002554,TEC-AC-10004708,1,4,4,5009,0.000798563,0.25,0.0625
8942,OFF-AP-10000828,TEC-AC-10004708,1,7,4,5009,0.001397485,0.142857143,0.035714286
8943,OFF-AR-10001177,TEC-AC-10004708,1,3,4,5009,0.000598922,0.333333333,0.083333333
8944,OFF-LA-10000634,TEC-AC-10004708,1,4,4,5009,0.000798563,0.25,0.0625
8945,OFF-PA-10004519,TEC-AC-10004708,1,4,4,5009,0.000798563,0.25,0.0625
8946,OFF-ST-10002301,TEC-AC-10004708,1,9,4,5009,0.001796766,0.111111111,0.027777778
8947,TEC-PH-10000213,TEC-AC-10004708,1,3,4,5009,0.000598922,0.333333333,0.083333333
8948,TEC-PH-10001530,TEC-AC-10004708,1,9,4,5009,0.001796766,0.111111111,0.027777778
8949,FUR-CH-10002084,TEC-MA-10000488,1,5,4,5009,0.000998203,0.2,0.05
8950,FUR-FU-10001876,TEC-MA-10000488,1,7,4,5009,0.001397485,0.142857143,0.035714286
8951,FUR-FU-10001940,TEC-MA-10000488,1,10,4,5009,0.001996406,0.1,0.025
8952,OFF-BI-10000309,TEC-MA-10000488,1,9,4,5009,0.001796766,0.111111111,0.027777778
8953,OFF-LA-10003923,TEC-MA-10000488,1,9,4,5009,0.001796766,0.111111111,0.027777778
8954,OFF-PA-10003729,TEC-MA-10000488,1,2,4,5009,0.000399281,0.5,0.125
8955,TEC-AC-10001767,TEC-MA-10000488,1,6,4,5009,0.001197844,0.166666667,0.041666667
8956,FUR-CH-10002126,OFF-AP-10002867,1,4,4,5009,0.000798563,0.25,0.0625
8957,FUR-FU-10000193,OFF-AP-10002867,1,6,4,5009,0.001197844,0.166666667,0.041666667
8958,FUR-TA-10001539,OFF-AP-10002867,1,9,4,5009,0.001796766,0.111111111,0.027777778
8959,OFF-AR-10000203,OFF-AP-10002867,1,4,4,5009,0.000798563,0.25,0.0625
8960,OFF-AR-10001761,OFF-AP-10002867,1,6,4,5009,0.001197844,0.166666667,0.041666667
8961,OFF-BI-10000962,OFF-AP-10002867,1,10,4,5009,0.001996406,0.1,0.025
8962,OFF-LA-10001158,OFF-AP-10002867,1,7,4,5009,0.001397485,0.142857143,0.035714286
8963,OFF-LA-10003121,OFF-AP-10002867,1,3,4,5009,0.000598922,0.333333333,0.083333333
8964,TEC-AC-10002718,OFF-AP-10002867,1,6,4,5009,0.001197844,0.166666667,0.041666667
8965,TEC-PH-10003357,OFF-AP-10002867,1,4,4,5009,0.000798563,0.25,0.0625
8966,TEC-PH-10003437,OFF-AP-10002867,1,4,4,5009,0.000798563,0.25,0.0625
8967,TEC-PH-10004667,OFF-AP-10002867,1,6,4,5009,0.001197844,0.166666667,0.041666667
8968,FUR-CH-10002126,OFF-AR-10001761,1,4,6,5009,0.000798563,0.25,0.041666667
8969,OFF-AP-10002867,OFF-AR-10001761,1,4,6,5009,0.000798563,0.25,0.041666667
8970,OFF-BI-10000145,OFF-AR-10001761,1,13,6,5009,0.002595328,0.076923077,0.012820513
8971,OFF-BI-10002498,OFF-AR-10001761,1,7,6,5009,0.001397485,0.142857143,0.023809524
8972,OFF-PA-10002262,OFF-AR-10001761,1,6,6,5009,0.001197844,0.166666667,0.027777778
8973,OFF-ST-10001932,OFF-AR-10001761,1,7,6,5009,0.001397485,0.142857143,0.023809524
8974,TEC-AC-10004975,OFF-AR-10001761,1,4,6,5009,0.000798563,0.25,0.041666667
8975,TEC-PH-10003437,OFF-AR-10001761,1,4,6,5009,0.000798563,0.25,0.041666667
8976,FUR-CH-10002126,OFF-AR-10003158,1,4,5,5009,0.000798563,0.25,0.05
8977,FUR-CH-10003199,OFF-AR-10003158,1,6,5,5009,0.001197844,0.166666667,0.033333333
8978,FUR-FU-10002116,OFF-AR-10003158,1,5,5,5009,0.000998203,0.2,0.04
8979,OFF-AP-10004708,OFF-AR-10003158,1,9,5,5009,0.001796766,0.111111111,0.022222222
8980,OFF-BI-10000301,OFF-AR-10003158,1,13,5,5009,0.002595328,0.076923077,0.015384615
8981,OFF-BI-10000343,OFF-AR-10003158,1,12,5,5009,0.002395688,0.083333333,0.016666667
8982,OFF-FA-10001561,OFF-AR-10003158,1,8,5,5009,0.001597125,0.125,0.025
8983,OFF-LA-10004559,OFF-AR-10003158,1,6,5,5009,0.001197844,0.166666667,0.033333333
8984,OFF-PA-10001033,OFF-AR-10003158,1,11,5,5009,0.002196047,0.090909091,0.018181818
8985,OFF-PA-10001622,OFF-AR-10003158,1,4,5,5009,0.000798563,0.25,0.05
8986,OFF-PA-10001804,OFF-AR-10003158,1,8,5,5009,0.001597125,0.125,0.025
8987,OFF-ST-10002743,OFF-AR-10003158,1,10,5,5009,0.001996406,0.1,0.02
8988,TEC-PH-10001336,OFF-AR-10003158,1,9,5,5009,0.001796766,0.111111111,0.022222222
8989,TEC-PH-10002660,OFF-AR-10003158,1,6,5,5009,0.001197844,0.166666667,0.033333333
8990,FUR-CH-10002126,OFF-FA-10001561,1,4,8,5009,0.000798563,0.25,0.03125
8991,FUR-CH-10003774,OFF-FA-10001561,1,14,8,5009,0.002794969,0.071428571,0.008928571
8992,FUR-FU-10003981,OFF-FA-10001561,1,5,8,5009,0.000998203,0.2,0.025
8993,FUR-FU-10004188,OFF-FA-10001561,1,5,8,5009,0.000998203,0.2,0.025
8994,OFF-AP-10002998,OFF-FA-10001561,1,4,8,5009,0.000798563,0.25,0.03125
8995,OFF-AR-10003158,OFF-FA-10001561,1,5,8,5009,0.000998203,0.2,0.025
8996,OFF-BI-10002071,OFF-FA-10001561,1,9,8,5009,0.001796766,0.111111111,0.013888889
8997,OFF-BI-10003981,OFF-FA-10001561,1,7,8,5009,0.001397485,0.142857143,0.017857143
8998,OFF-LA-10001404,OFF-FA-10001561,1,4,8,5009,0.000798563,0.25,0.03125
8999,OFF-LA-10003190,OFF-FA-10001561,1,9,8,5009,0.001796766,0.111111111,0.013888889
9000,OFF-PA-10000477,OFF-FA-10001561,1,7,8,5009,0.001397485,0.142857143,0.017857143
9001,OFF-PA-10001725,OFF-FA-10001561,1,2,8,5009,0.000399281,0.5,0.0625
9002,OFF-PA-10001804,OFF-FA-10001561,1,8,8,5009,0.001597125,0.125,0.015625
9003,OFF-PA-10002105,OFF-FA-10001561,1,3,8,5009,0.000598922,0.333333333,0.041666667
9004,OFF-PA-10004359,OFF-FA-10001561,1,5,8,5009,0.000998203,0.2,0.025
9005,OFF-PA-10004911,OFF-FA-10001561,1,5,8,5009,0.000998203,0.2,0.025
9006,OFF-ST-10000025,OFF-FA-10001561,1,8,8,5009,0.001597125,0.125,0.015625
9007,OFF-ST-10004340,OFF-FA-10001561,1,10,8,5009,0.001996406,0.1,0.0125
9008,OFF-SU-10001225,OFF-FA-10001561,1,8,8,5009,0.001597125,0.125,0.015625
9009,TEC-AC-10001383,OFF-FA-10001561,1,3,8,5009,0.000598922,0.333333333,0.041666667
9010,TEC-MA-10004241,OFF-FA-10001561,1,2,8,5009,0.000399281,0.5,0.0625
9011,FUR-CH-10002126,OFF-PA-10001804,1,4,8,5009,0.000798563,0.25,0.03125
9012,FUR-FU-10001706,OFF-PA-10001804,1,10,8,5009,0.001996406,0.1,0.0125
9013,FUR-FU-10001986,OFF-PA-10001804,1,4,8,5009,0.000798563,0.25,0.03125
9014,FUR-FU-10004270,OFF-PA-10001804,1,16,8,5009,0.00319425,0.0625,0.0078125
9015,FUR-FU-10004973,OFF-PA-10001804,1,12,8,5009,0.002395688,0.083333333,0.010416667
9016,OFF-AR-10001149,OFF-PA-10001804,1,7,8,5009,0.001397485,0.142857143,0.017857143
9017,OFF-AR-10003158,OFF-PA-10001804,1,5,8,5009,0.000998203,0.2,0.025
9018,OFF-AR-10003183,OFF-PA-10001804,1,8,8,5009,0.001597125,0.125,0.015625
9019,OFF-BI-10000285,OFF-PA-10001804,1,5,8,5009,0.000998203,0.2,0.025
9020,OFF-BI-10004781,OFF-PA-10001804,1,5,8,5009,0.000998203,0.2,0.025
9021,OFF-FA-10001561,OFF-PA-10001804,1,8,8,5009,0.001597125,0.125,0.015625
9022,OFF-FA-10002988,OFF-PA-10001804,1,8,8,5009,0.001597125,0.125,0.015625
9023,OFF-FA-10003112,OFF-PA-10001804,1,7,8,5009,0.001397485,0.142857143,0.017857143
9024,OFF-PA-10001457,OFF-PA-10001804,1,2,8,5009,0.000399281,0.5,0.0625
9025,OFF-PA-10001736,OFF-PA-10001804,1,5,8,5009,0.000998203,0.2,0.025
9026,OFF-ST-10000036,OFF-PA-10001804,1,6,8,5009,0.001197844,0.166666667,0.020833333
9027,OFF-SU-10001218,OFF-PA-10001804,1,7,8,5009,0.001397485,0.142857143,0.017857143
9028,TEC-MA-10002412,OFF-PA-10001804,1,1,8,5009,0.000199641,1,0.125
9029,TEC-MA-10003626,OFF-PA-10001804,1,2,8,5009,0.000399281,0.5,0.0625
9030,FUR-CH-10002126,TEC-PH-10003437,1,4,4,5009,0.000798563,0.25,0.0625
9031,OFF-AP-10002867,TEC-PH-10003437,1,4,4,5009,0.000798563,0.25,0.0625
9032,OFF-AR-10001761,TEC-PH-10003437,1,6,4,5009,0.001197844,0.166666667,0.041666667
9033,OFF-PA-10000675,TEC-PH-10003437,1,9,4,5009,0.001796766,0.111111111,0.027777778
9034,FUR-CH-10002304,OFF-BI-10000136,1,7,3,5009,0.001397485,0.142857143,0.047619048
9035,OFF-AP-10001154,OFF-BI-10000136,1,3,3,5009,0.000598922,0.333333333,0.111111111
9036,OFF-AR-10003829,OFF-BI-10000136,1,9,3,5009,0.001796766,0.111111111,0.037037037
9037,OFF-BI-10001758,OFF-BI-10000136,1,4,3,5009,0.000798563,0.25,0.083333333
9038,OFF-PA-10000466,OFF-BI-10000136,1,3,3,5009,0.000598922,0.333333333,0.111111111
9039,TEC-AC-10003610,OFF-BI-10000136,1,6,3,5009,0.001197844,0.166666667,0.055555556
9040,FUR-CH-10002304,OFF-EN-10002230,1,7,6,5009,0.001397485,0.142857143,0.023809524
9041,OFF-AP-10002439,OFF-EN-10002230,1,3,6,5009,0.000598922,0.333333333,0.055555556
9042,OFF-BI-10002827,OFF-EN-10002230,1,6,6,5009,0.001197844,0.166666667,0.027777778
9043,OFF-ST-10003816,OFF-EN-10002230,1,8,6,5009,0.001597125,0.125,0.020833333
9044,TEC-PH-10001819,OFF-EN-10002230,1,6,6,5009,0.001197844,0.166666667,0.027777778
9045,TEC-PH-10003988,OFF-EN-10002230,1,8,6,5009,0.001597125,0.125,0.020833333
9046,FUR-CH-10002317,OFF-AP-10002534,1,1,5,5009,0.000199641,1,0.2
9047,FUR-FU-10004020,OFF-AP-10002534,1,5,5,5009,0.000998203,0.2,0.04
9048,FUR-FU-10004848,OFF-AP-10002534,1,12,5,5009,0.002395688,0.083333333,0.016666667
9049,OFF-BI-10000216,OFF-AP-10002534,1,3,5,5009,0.000598922,0.333333333,0.066666667
9050,OFF-BI-10003355,OFF-AP-10002534,1,8,5,5009,0.001597125,0.125,0.025
9051,OFF-PA-10001125,OFF-AP-10002534,1,9,5,5009,0.001796766,0.111111111,0.022222222
9052,OFF-PA-10001970,OFF-AP-10002534,1,19,5,5009,0.003793172,0.052631579,0.010526316
9053,OFF-SU-10003505,OFF-AP-10002534,1,8,5,5009,0.001597125,0.125,0.025
9054,TEC-AC-10004803,OFF-AP-10002534,1,3,5,5009,0.000598922,0.333333333,0.066666667
